Year,index_nsa,Housing_Price,"City,.State",Population,Violent.Crimes,Homicides,Rapes,Robberies
2006,165.0191667,16501916.67,"Pittsburgh, PA",324604,3473,56,102,1722
2006,300.1466667,30014666.67,"Portland, OR",542174,3872,20,293,1297
2006,169.9075,16990750,"Raleigh, NC",348345,2223,19,97,782
2006,262.6466667,26264666.67,"Sacramento, CA",460552,5556,57,196,2188
2006,271.235,27123500,"Seattle, WA",583772,4152,30,129,1667
2006,295.6325,29563250,"Tampa, FL",331487,3839,25,133,1211
2006,268.73875,26873875,"Tucson, AZ",535232,4580,51,294,1675
2006,167.20625,16720625,"Tulsa, OK",385834,4816,53,289,997
2006,280.2291667,28022916.67,"Washington, DC",581530,8408,169,182,3604
2006,161.2175,16121750,"Wichita, KS",357372,3325,26,245,520
2007,209.08625,20908625,"Albuquerque, NM",513124,5080,47,307,1439
2007,189.37,18937000,"Atlanta, GA",497290,8075,129,148,3577
2007,232.4341667,23243416.67,"Austin, TX",716817,3871,30,328,1457
2007,256.1625,25616250,"Baltimore, MD",624237,10182,282,146,3895
2007,256.82,25682000,"Boston, MA",591855,6837,65,263,2242
2007,144.80375,14480375,"Buffalo, NY",273832,3490,54,164,1533
2007,185.2,18520000,"Charlotte, NC",733291,7233,76,282,3191
2007,226.01625,22601625,"Chicago, IL",2824434,34936,443,1644,15425
2007,167.2125,16721250,"Cincinnati, OH",332388,3595,62,318,1962
2007,155.0475,15504750,"Cleveland, OH",439888,6460,90,385,4025
2007,166.36,16636000,"Columbus, OH",735981,6302,79,683,3855
2007,168.2558333,16825583.33,"Dallas, TX",1239104,13248,200,511,7222
2007,244.9725,24497250,"Aurora, CO",307621,1685,14,191,584
2007,244.9725,24497250,"Denver, CO",573387,3528,47,294,1039
2007,166.825,16682500,"Detroit, MI",860971,19690,392,335,6567
2007,164.5833333,16458333.33,"Arlington, TX",372073,2588,13,156,742
2007,257.225,25722500,"Fresno, CA",472170,3043,52,99,1104
2007,193.5475,19354750,"Honolulu, HI",905903,2613,19,226,943
2007,186.8333333,18683333.33,"Houston, TX",2169544,24564,351,694,11479
2007,152.5858333,15258583.33,"Indianapolis, IN",797268,9841,114,505,4046
2007,269.6066667,26960666.67,"Jacksonville, FL",797350,8146,123,249,3114
2007,183.59,18359000,"Louisville, KY",624030,4238,71,194,1910
2007,165.91375,16591375,"Memphis, TN",669264,13065,131,450,4871
2007,386.211875,38621187.5,"Miami, FL",410252,6119,78,57,2537
2007,219.6691667,21966916.67,"Milwaukee, WI",572938,8057,105,236,3535
2007,246.945,24694500,"Minneapolis, MN",371240,5580,47,452,2520
2007,208.0708333,20807083.33,"Nashville, TN",564169,8513,73,290,2516
2007,255.0908333,25509083.33,"Newark, NJ",280158,2415,104,60,1104
2007,279.376875,27937687.5,"Oakland, CA",396541,7605,120,299,3470
2007,182.2925,18229250,"Omaha, NE",431810,2578,42,189,818
2007,268.72,26872000,"Orlando, FL",224417,4269,39,162,1534
2007,232.075,23207500,"Philadelphia, PA",1435533,21180,392,956,10258
2007,308.72125,30872125,"Mesa, AZ",454576,2224,22,175,620
2007,308.72125,30872125,"Phoenix, AZ",1541698,11158,212,509,4942
2007,167.5116667,16751166.67,"Pittsburgh, PA",312179,3455,52,129,1596
2007,315.0283333,31502833.33,"Portland, OR",538133,3701,22,280,1289
2007,180.4425,18044250,"Raleigh, NC",367120,2098,23,99,835
2007,231.1658333,23116583.33,"Sacramento, CA",460546,5128,44,194,2009
2007,290.0225,29002250,"Seattle, WA",585118,3667,24,90,1522
2007,279.413125,27941312.5,"Tampa, FL",337220,3575,28,80,1205
2007,267.71625,26771625,"Tucson, AZ",523299,4103,49,277,1432
2007,174.90875,17490875,"Tulsa, OK",381469,4552,55,299,1023
2007,265.4675,26546750,"Washington, DC",588292,7924,181,192,3985
2007,168.60875,16860875,"Wichita, KS",358294,3391,40,278,557
2008,202.5225,20252250,"Albuquerque, NM",527464,4718,38,370,1350
2008,177.666875,17766687.5,"Atlanta, GA",533016,7403,105,126,3308
2008,240.275,24027500,"Austin, TX",753535,3935,23,273,1333
2008,237.7158333,23771583.33,"Baltimore, MD",634549,10080,234,137,4026
2008,240.7558333,24075583.33,"Boston, MA",604465,6676,62,237,2398
2008,146.87125,14687125,"Buffalo, NY",270289,3716,37,174,1539
2008,183.0733333,18307333.33,"Charlotte, NC",758769,7070,83,272,2984
2008,206.726875,20672687.5,"Chicago, IL",2829304,35789,510,1594,16653
2008,158.285,15828500,"Cincinnati, OH",332608,4214,75,276,2419
2008,139.9908333,13999083.33,"Cleveland, OH",433452,6154,55,428,3805
2008,159.1016667,15910166.67,"Columbus, OH",751887,5854,100,644,3601
2008,167.6541667,16765416.67,"Dallas, TX",1276214,11420,170,499,6466
2008,230.8316667,23083166.67,"Aurora, CO",316323,1621,18,187,555
2008,230.8316667,23083166.67,"Denver, CO",592881,3359,40,282,956
2008,133.8725,13387250,"Detroit, MI",905783,17982,323,334,6325
2008,163.3875,16338750,"Arlington, TX",375836,2262,23,141,694
2008,197.405,19740500,"Fresno, CA",475723,2782,40,80,984
2008,191.2725,19127250,"Honolulu, HI",906349,2575,18,203,928
2008,187.6866667,18768666.67,"Houston, TX",2238895,24779,294,750,10603
2008,147.3616667,14736166.67,"Indianapolis, IN",808329,9735,114,475,4023
2008,236.4575,23645750,"Jacksonville, FL",806080,8032,115,262,2938
2008,182.77375,18277375,"Louisville, KY",629679,4306,71,220,1762
2008,159.78375,15978375,"Memphis, TN",672046,12939,138,366,4788
2008,297.309375,29730937.5,"Miami, FL",427740,5709,63,42,2415
2008,208.3533333,20835333.33,"Milwaukee, WI",602131,7404,71,205,3244
2008,220.1983333,22019833.33,"Minneapolis, MN",376753,4779,37,367,2005
2008,204.3375,20433750,"Nashville, TN",602181,8365,76,291,2377
2008,236.215,23621500,"Newark, NJ",279788,2660,67,51,1387
2008,217.81,21781000,"Oakland, CA",401587,7905,115,338,3323
2008,177.1575,17715750,"Omaha, NE",437238,2648,44,180,949
2008,214.53,21453000,"Orlando, FL",229808,3829,43,131,1320
2008,228.1341667,22813416.67,"Philadelphia, PA",1441117,20771,331,1038,9618
2008,247.796875,24779687.5,"Mesa, AZ",456821,2289,16,161,656
2008,247.796875,24779687.5,"Phoenix, AZ",1585838,10465,167,481,4825
2008,166.795,16679500,"Pittsburgh, PA",309757,3358,72,136,1541
2008,296.0783333,29607833.33,"Portland, OR",553023,3445,26,250,1132
2008,183.33875,18333875,"Raleigh, NC",388661,2245,34,95,1025
2008,177.6083333,17760833.33,"Sacramento, CA",467065,4660,49,168,1761
2008,270.9666667,27096666.67,"Seattle, WA",598077,3447,29,126,1612
2008,228.93,22893000,"Tampa, FL",336911,2975,27,83,1056
2008,235.77875,23577875,"Tucson, AZ",528917,4252,65,246,1451
2008,176.48625,17648625,"Tulsa, OK",382954,4922,50,252,1096
2008,220.24,22024000,"Washington, DC",591833,8135,186,186,4154
2008,169.01,16901000,"Wichita, KS",362602,3097,30,282,482
2009,191.2525,19125250,"Albuquerque, NM",530636,4082,56,326,1103
2009,163.8,16380000,"Atlanta, GA",552901,6359,80,135,2725
2009,235.5341667,23553416.67,"Austin, TX",768970,4024,22,265,1415
2009,217.8241667,21782416.67,"Baltimore, MD",638755,9664,238,158,3707
2009,231.5125,23151250,"Boston, MA",624222,6192,50,269,2277
2009,149.24875,14924875,"Buffalo, NY",268655,3920,60,141,1636
2009,174.1041667,17410416.67,"Charlotte, NC",777708,5625,58,303,2346
2009,183.278125,18327812.5,"Chicago, IL",2848431,33501,458,1439,15877
2009,153.18,15318000,"Cincinnati, OH",333568,3983,55,241,2272
2009,134.0291667,13402916.67,"Cleveland, OH",429238,5994,83,380,3555
2009,154.5558333,15455583.33,"Columbus, OH",759391,5375,82,599,3399
2009,165.7283333,16572833.33,"Dallas, TX",1290266,10221,166,485,5501
2009,231.6091667,23160916.67,"Aurora, CO",324014,1520,19,214,553
2009,231.6091667,23160916.67,"Denver, CO",604680,3473,35,341,931
2009,110.6225,11062250,"Detroit, MI",908441,18094,363,334,6007
2009,162.5725,16257250,"Arlington, TX",379104,2330,12,152,672
2009,165.0175,16501750,"Fresno, CA",481370,2933,42,86,1085
2009,180.80875,18080875,"Honolulu, HI",907124,2537,14,243,869
2009,186.8875,18688750,"Houston, TX",2273771,25593,287,823,11367
2009,144.1575,14415750,"Indianapolis, IN",813471,9759,99,460,3929
2009,203.4658333,20346583.33,"Jacksonville, FL",810064,6772,99,218,2359
2009,179.7075,17970750,"Louisville, KY",631260,3769,62,230,1570
2009,151.92375,15192375,"Memphis, TN",667421,12072,132,387,4139
2009,220.766875,22076687.5,"Miami, FL",419205,4983,59,65,2094
2009,196.6216667,19662166.67,"Milwaukee, WI",604673,6661,72,203,3177
2009,201.6616667,20166166.67,"Minneapolis, MN",382618,4242,18,413,1663
2009,195.1991667,19519916.67,"Nashville, TN",610176,6959,79,259,1971
2009,217.6258333,21762583.33,"Newark, NJ",279203,2597,80,68,1319
2009,187.4325,18743250,"Oakland, CA",404553,6793,104,326,2898
2009,177.65875,17765875,"Omaha, NE",443037,2363,30,192,892
2009,172.2808333,17228083.33,"Orlando, FL",235109,2814,28,117,767
2009,221.6708333,22167083.33,"Philadelphia, PA",1547605,19163,302,896,9037
2009,193.80375,19380375,"Mesa, AZ",470833,2000,14,123,611
2009,193.80375,19380375,"Phoenix, AZ",1597397,8730,122,522,3757
2009,168.09,16809000,"Pittsburgh, PA",312232,3087,39,116,1367
2009,266.8341667,26683416.67,"Portland, OR",560908,3105,19,252,1037
2009,179.12625,17912625,"Raleigh, NC",406005,2001,14,99,832
2009,154.4258333,15442583.33,"Sacramento, CA",470308,4165,30,179,1606
2009,239.7433333,23974333.33,"Seattle, WA",602531,3861,22,102,1792
2009,195.21875,19521875,"Tampa, FL",345233,2597,20,80,909
2009,209.84625,20984625,"Tucson, AZ",547981,3560,35,204,1246
2009,178.1925,17819250,"Tulsa, OK",384851,4295,68,254,1117
2009,203.7225,20372250,"Washington, DC",599657,7587,144,150,3998
2009,170.2925,17029250,"Wichita, KS",367635,3255,25,262,527
2010,183.57875,18357875,"Albuquerque, NM",545852,4291,42,338,940
2010,152.36375,15236375,"Atlanta, GA",420003,5749,93,89,2162
2010,233.8158333,23381583.33,"Austin, TX",790390,3790,38,265,1231
2010,208.1058333,20810583.33,"Baltimore, MD",620961,9316,223,265,3336
2010,228.7225,22872250,"Boston, MA",617594,5819,73,256,1926
2010,150.815,15081500,"Buffalo, NY",261310,3599,55,157,1466
2010,163.7766667,16377666.67,"Charlotte, NC",779541,4891,61,239,1795
2010,172.34625,17234625,"Chicago, IL",2695598,29774,432,1372,14213
2010,149.8675,14986750,"Cincinnati, OH",296943,3615,68,236,2117
2010,131.7358333,13173583.33,"Cleveland, OH",396815,5529,81,344,3181
2010,150.8808333,15088083.33,"Columbus, OH",787033,5472,95,574,3369
2010,164.4016667,16440166.67,"Dallas, TX",1197816,9161,148,505,4487
2010,232.5266667,23252666.67,"Aurora, CO",325078,1449,24,181,507
2010,232.5266667,23252666.67,"Denver, CO",600158,3387,28,371,943
2010,105.0408333,10504083.33,"Detroit, MI",713777,16973,310,403,5539
2010,159.9383333,15993833.33,"Arlington, TX",365438,1925,16,119,532
2010,157.96125,15796125,"Fresno, CA",494665,3034,45,70,1021
2010,180.86625,18086625,"Honolulu, HI",953297,2548,19,218,891
2010,186.6091667,18660916.67,"Houston, TX",2099451,22491,269,712,9449
2010,143.2383333,14323833.33,"Indianapolis, IN",831388,9646,92,461,3367
2010,183.0583333,18305833.33,"Jacksonville, FL",823209,5469,80,316,1693
2010,177.68375,17768375,"Louisville, KY",660582,3734,52,229,1603
2010,147.52,14752000,"Memphis, TN",646889,10401,89,433,3237
2010,214.664375,21466437.5,"Miami, FL",399457,4879,68,46,1856
2010,189.78,18978000,"Milwaukee, WI",594833,6336,95,196,2943
2010,194.2058333,19420583.33,"Minneapolis, MN",382578,4064,37,438,1596
2010,189.0566667,18905666.67,"Nashville, TN",605009,6802,55,332,1802
2010,210.1866667,21018666.67,"Newark, NJ",277140,2885,90,79,1604
2010,188.43625,18843625,"Oakland, CA",390724,6267,90,318,2917
2010,174.77,17477000,"Omaha, NE",408958,2274,34,205,723
2010,150.8658333,15086583.33,"Orlando, FL",238300,2574,18,113,672
2010,217.34,21734000,"Philadelphia, PA",1526006,18535,306,945,8363
2010,174.92625,17492625,"Mesa, AZ",439041,1790,15,124,511
2010,174.92625,17492625,"Phoenix, AZ",1445632,8001,116,522,3250
2010,169.7158333,16971583.33,"Pittsburgh, PA",307630,2810,55,66,1190
2010,251.9791667,25197916.67,"Portland, OR",583776,3051,22,230,1005
2010,173.0525,17305250,"Raleigh, NC",403892,1740,14,99,643
2010,146.5325,14653250,"Sacramento, CA",466488,4112,33,165,1491
2010,224.4775,22447750,"Seattle, WA",608660,3515,19,96,1429
2010,181.519375,18151937.5,"Tampa, FL",335709,2170,27,47,684
2010,186.4125,18641250,"Tucson, AZ",520116,3331,51,158,1088
2010,177.205,17720500,"Tulsa, OK",391906,4304,54,252,1381
2010,206.0141667,20601416.67,"Washington, DC",601723,7468,132,184,3914
2010,167.81375,16781375,"Wichita, KS",382368,3038,16,251,481
2011,172.76,17276000,"Albuquerque, NM",551961,4210,38,264,998
2011,142.248125,14224812.5,"Atlanta, GA",425533,6097,88,148,2343
2011,230.9875,23098750,"Austin, TX",807022,3470,27,211,1106
2011,197.9058333,19790583.33,"Baltimore, MD",626848,8886,197,341,3457
2011,224.6025,22460250,"Boston, MA",621359,5252,63,271,1904
2011,150.465,15046500,"Buffalo, NY",262484,3250,36,121,1459
2011,156.2025,15620250,"Charlotte, NC",789478,4787,56,218,1612
2011,158.70625,15870625,"Chicago, IL",2703713,28273,431,1459,13975
2011,142.98,14298000,"Cincinnati, OH",297160,3076,61,190,1775
2011,124.6266667,12462666.67,"Cleveland, OH",397106,5431,74,356,3157
2011,145.2283333,14522833.33,"Columbus, OH",787609,5228,87,594,3251
2011,160.6625,16066250,"Dallas, TX",1223021,8330,133,428,4066
2011,228.7983333,22879833.33,"Aurora, CO",330740,1460,12,187,507
2011,228.7983333,22879833.33,"Denver, CO",610612,3718,37,396,1143
2011,100.6241667,10062416.67,"Detroit, MI",713239,15254,344,426,4976
2011,156.6808333,15668083.33,"Arlington, TX",373128,1874,22,136,540
2011,144.22375,14422375,"Fresno, CA",500480,2915,35,51,1020
2011,180.005,18000500,"Honolulu, HI",963465,2370,14,203,821
2011,182.575,18257500,"Houston, TX",2143628,20892,198,771,8054
2011,140.6691667,14066916.67,"Indianapolis, IN",833024,9170,96,435,3372
2011,169.6516667,16965166.67,"Jacksonville, FL",834429,5182,71,350,1578
2011,174.91,17491000,"Louisville, KY",665152,4086,48,227,1643
2011,142.0925,14209250,"Memphis, TN",652725,10338,117,406,3083
2011,201.508125,20150812.5,"Miami, FL",404901,4849,68,96,2002
2011,180.1291667,18012916.67,"Milwaukee, WI",597426,6637,86,205,3091
2011,182.415,18241500,"Minneapolis, MN",385531,3722,32,386,1589
2011,184.0575,18405750,"Nashville, TN",612789,7253,50,387,1889
2011,200.8425,20084250,"Newark, NJ",278064,3243,94,58,1977
2011,178.346875,17834687.5,"Oakland, CA",395317,6652,104,202,3365
2011,171.1975,17119750,"Omaha, NE",412608,2309,43,220,696
2011,139.715,13971500,"Orlando, FL",241548,2591,29,119,697
2011,207.5225,20752250,"Philadelphia, PA",1530873,18268,324,833,8246
2011,161.808125,16180812.5,"Mesa, AZ",445256,1837,17,131,497
2011,161.808125,16180812.5,"Phoenix, AZ",1466097,8089,116,559,3324
2011,171.1125,17111250,"Pittsburgh, PA",308609,2476,44,67,1126
2011,234.065,23406500,"Portland, OR",589991,3037,20,258,917
2011,168.71875,16871875,"Raleigh, NC",409014,1724,17,127,680
2011,134.935,13493500,"Sacramento, CA",471972,3354,36,134,1162
2011,206.1475,20614750,"Seattle, WA",618209,3664,20,100,1418
2011,168.176875,16817687.5,"Tampa, FL",340284,2228,28,58,587
2011,165.34125,16534125,"Tucson, AZ",527479,3440,51,204,1163
2011,171.99375,17199375,"Tulsa, OK",396101,3960,49,266,1090
2011,205.3616667,20536166.67,"Washington, DC",617996,6985,108,172,3756
2011,161.9975,16199750,"Wichita, KS",384796,2963,25,245,490
2012,173.13,17313000,"Albuquerque, NM",553684,4151,41,278,1092
2012,143.613125,14361312.5,"Atlanta, GA",437041,6027,83,113,2276
2012,243.6275,24362750,"Austin, TX",832901,3405,31,209,978
2012,199.1775,19917750,"Baltimore, MD",625474,8789,216,317,3605
2012,226.4533333,22645333.33,"Boston, MA",630648,5266,57,249,1910
2012,153.06125,15306125,"Buffalo, NY",262434,3382,48,138,1388
2012,158.11,15811000,"Charlotte, NC",808504,5238,52,223,1798
2012,156.144375,15614437.5,"Chicago, IL",2708382,27620,500,1372,13476
2012,144.5308333,14453083.33,"Cincinnati, OH",296204,2903,47,199,1726
2012,124.8741667,12487416.67,"Cleveland, OH",393781,5469,85,373,3257
2012,148.2141667,14821416.67,"Columbus, OH",797384,4808,71,590,3031
2012,166.0725,16607250,"Dallas, TX",1241549,8380,154,486,4093
2012,242.8183333,24281833.33,"Aurora, CO",336952,1400,17,172,482
2012,242.8183333,24281833.33,"Denver, CO",628545,3885,39,383,1168
2012,106.5583333,10655833.33,"Detroit, MI",707096,15023,386,442,4850
2012,161.3558333,16135583.33,"Arlington, TX",379295,1909,17,135,532
2012,147.65,14765000,"Fresno, CA",506011,2748,51,54,1015
2012,187.8425,18784250,"Honolulu, HI",975875,2336,11,165,914
2012,191.3883333,19138833.33,"Houston, TX",2177273,21610,217,665,9385
2012,142.8008333,14280083.33,"Indianapolis, IN",838650,9942,97,436,3442
2012,169.1175,16911750,"Jacksonville, FL",840660,5189,93,341,1371
2012,177.145,17714500,"Louisville, KY",666200,3989,62,183,1394
2012,142.8325,14283250,"Memphis, TN",657436,11417,134,428,3384
2012,214.481875,21448187.5,"Miami, FL",414327,4856,69,65,2096
2012,178.2733333,17827333.33,"Milwaukee, WI",599395,7932,93,234,3097
2012,188.1866667,18818666.67,"Minneapolis, MN",390240,3872,39,403,1719
2012,188.4566667,18845666.67,"Nashville, TN",620886,7314,63,303,1716
2012,197.4975,19749750,"Newark, NJ",278906,3220,96,55,1976
2012,186.614375,18661437.5,"Oakland, CA",399487,7963,127,271,4338
2012,174.24125,17424125,"Omaha, NE",417970,2485,41,187,815
2012,145.3425,14534250,"Orlando, FL",246513,2508,24,103,603
2012,206.505,20650500,"Philadelphia, PA",1538957,17853,331,880,7984
2012,182.855,18285500,"Mesa, AZ",451391,1804,14,172,469
2012,182.855,18285500,"Phoenix, AZ",1485509,9458,123,556,3516
2012,175.6066667,17560666.67,"Pittsburgh, PA",312112,2347,41,47,1134
2012,240.3166667,24031666.67,"Portland, OR",598037,3093,20,231,950
2012,169.75875,16975875,"Raleigh, NC",420594,1780,17,113,665
2012,140.03,14003000,"Sacramento, CA",476557,3520,34,125,1211
2012,211.8058333,21180583.33,"Seattle, WA",626865,3782,25,123,1436
2012,174.925625,17492562.5,"Tampa, FL",350758,2162,23,43,573
2012,171.15125,17115125,"Tucson, AZ",531535,3850,42,234,1260
2012,176.125,17612500,"Tulsa, OK",398904,3949,42,316,1062
2012,213.5008333,21350083.33,"Washington, DC",632323,7448,88,236,3725
2012,163.14875,16314875,"Wichita, KS",386409,2896,23,242,496
2013,175.70375,17570375,"Albuquerque, NM",558165,4325,37,439,1046
2013,159.219375,15921937.5,"Atlanta, GA",451020,5516,83,105,2363
2013,266.8341667,26683416.67,"Austin, TX",859180,3123,26,217,763
2013,205.5316667,20553166.67,"Baltimore, MD",622671,8725,233,298,3734
2013,239.3066667,23930666.67,"Boston, MA",643799,5037,39,279,1868
2013,158.76125,15876125,"Buffalo, NY",258789,3249,47,145,1322
2013,168.8816667,16888166.67,"Charlotte, NC",837638,5093,59,230,1805
2013,164.756875,16475687.5,"Chicago, IL",2720554,25688,416,1338,11826
2013,148.0716667,14807166.67,"Cincinnati, OH",296491,2858,70,218,1612
2013,128.8241667,12882416.67,"Cleveland, OH",389181,5782,58,436,3496
2013,154.5466667,15454666.67,"Columbus, OH",816364,4446,78,692,2463
2013,179.1933333,17919333.33,"Dallas, TX",1255015,8330,143,543,4202
2013,267.625,26762500,"Aurora, CO",343484,1429,20,224,469
2013,267.625,26762500,"Denver, CO",648981,4093,41,519,1133
2013,120.3541667,12035416.67,"Detroit, MI",699889,14501,316,613,4771
2013,170.5233333,17052333.33,"Arlington, TX",378765,1837,18,105,562
2013,165.68,16568000,"Fresno, CA",508876,2552,40,53,903
2013,200.9475,20094750,"Honolulu, HI",984683,2276,18,221,743
2013,207.8325,20783250,"Houston, TX",2180606,20993,214,618,9891
2013,149.0791667,14907916.67,"Indianapolis, IN",850220,10479,129,656,3800
2013,183.1258333,18312583.33,"Jacksonville, FL",845745,5246,93,452,1424
2013,181.30375,18130375,"Louisville, KY",671120,3644,48,160,1427
2013,147.40125,14740125,"Memphis, TN",657691,10890,125,458,3134
2013,240.37875,24037875,"Miami, FL",418394,4945,71,96,2216
2013,184.4333333,18443333.33,"Milwaukee, WI",600805,8194,104,401,3284
2013,204.5758333,20457583.33,"Minneapolis, MN",396206,4038,36,385,1856
2013,201.6866667,20168666.67,"Nashville, TN",635673,6667,35,463,1613
2013,202.2041667,20220416.67,"Newark, NJ",278246,3516,112,45,2433
2013,224.639375,22463937.5,"Oakland, CA",403887,7984,90,180,4922
2013,180.3475,18034750,"Omaha, NE",425076,2449,42,184,718
2013,163.5575,16355750,"Orlando, FL",253238,2316,17,126,573
2013,211.2541667,21125416.67,"Philadelphia, PA",1553153,17074,247,1279,7562
2013,216.806875,21680687.5,"Mesa, AZ",456155,1807,22,203,478
2013,216.806875,21680687.5,"Phoenix, AZ",1502139,9492,118,635,3233
2013,181.9675,18196750,"Pittsburgh, PA",307632,2259,45,78,956
2013,268.0025,26800250,"Portland, OR",609136,2941,14,234,917
2013,175.44,17544000,"Raleigh, NC",428993,1683,12,79,605
2013,168.86,16886000,"Sacramento, CA",478182,3137,34,95,1158
2013,237.2166667,23721666.67,"Seattle, WA",642814,3760,18,154,1602
2013,193.449375,19344937.5,"Tampa, FL",351314,2097,28,78,580
2013,183.77875,18377875,"Tucson, AZ",525486,3368,47,216,1002
2013,179.565,17956500,"Tulsa, OK",394498,3827,60,373,994
2013,228.4491667,22844916.67,"Washington, DC",646449,7880,103,393,3660
2013,166.08625,16608625,"Wichita, KS",386486,3069,15,250,467
2014,179.72125,17972125,"Albuquerque, NM",558874,4934,30,402,1381
2014,173.5775,17357750,"Atlanta, GA",454363,5577,93,151,2329
2014,297.1783333,29717833.33,"Austin, TX",903924,3581,32,571,873
2014,209.61,20961000,"Baltimore, MD",623513,8346,211,245,3677
2014,252.765,25276500,"Boston, MA",654413,4749,53,280,1680
2014,164.55,16455000,"Buffalo, NY",258419,3173,60,173,1277
2014,177.1583333,17715833.33,"Charlotte, NC",856916,5054,47,210,1586
2014,173.015,17301500,"Chicago, IL",2724121,24133,415,1388,9800
2014,154.2416667,15424166.67,"Cincinnati, OH",297671,2719,60,248,1358
2014,134.9725,13497250,"Cleveland, OH",388655,5205,63,495,2992
2014,164.44,16444000,"Columbus, OH",830811,4640,85,787,2112
2014,194.9333333,19493333.33,"Dallas, TX",1272396,8457,116,781,3856
2014,295.2891667,29528916.67,"Aurora, CO",350948,1430,9,273,414
2014,295.2891667,29528916.67,"Denver, CO",665353,4002,31,471,1088
2014,132.9133333,13291333.33,"Detroit, MI",684694,13622,298,557,3573
2014,181.9233333,18192333.33,"Arlington, TX",382976,1854,13,206,493
2014,181.42375,18142375,"Fresno, CA",513187,2382,47,53,781
2014,209.5075,20950750,"Honolulu, HI",994034,2273,19,320,768
2014,230.6525,23065250,"Houston, TX",2219933,22008,242,812,10186
2014,155.24,15524000,"Indianapolis, IN",858238,10768,136,573,3808
2014,194.8183333,19481833.33,"Jacksonville, FL",856021,5853,96,479,1419
2014,186.63875,18663875,"Louisville, KY",677710,4015,56,194,1532
2014,153.12375,15312375,"Memphis, TN",654922,11420,139,519,3285
2014,266.161875,26616187.5,"Miami, FL",421996,4473,81,110,1790
2014,190.1508333,19015083.33,"Milwaukee, WI",600374,8914,86,396,3555
2014,217.4425,21744250,"Minneapolis, MN",404461,4093,31,389,1871
2014,217.4666667,21746666.67,"Nashville, TN",647689,7289,42,491,1529
2014,209.5475,20954750,"Newark, NJ",279110,3009,94,49,1922
2014,254.52125,25452125,"Oakland, CA",409994,6910,80,209,3481
2014,185.64125,18564125,"Omaha, NE",438465,2458,32,180,723
2014,179.6033333,17960333.33,"Orlando, FL",259675,2340,15,167,620
2014,215.9358333,21593583.33,"Philadelphia, PA",1559062,15925,248,1207,6970
2014,235.62125,23562125,"Mesa, AZ",462092,2119,13,252,469
2014,235.62125,23562125,"Phoenix, AZ",1529852,8749,114,1006,2952
2014,189.1141667,18911416.67,"Pittsburgh, PA",307613,2455,69,91,986
2014,292.325,29232500,"Portland, OR",615672,2911,26,262,847
2014,183.32,18332000,"Raleigh, NC",438363,1730,16,82,679
2014,188.2983333,18829833.33,"Sacramento, CA",482767,2968,28,78,1000
2014,257.6625,25766250,"Seattle, WA",663410,4005,26,154,1567
2014,208.621875,20862187.5,"Tampa, FL",357124,2080,28,62,514
2014,194.61125,19461125,"Tucson, AZ",527328,3443,35,399,988
2014,182.7675,18276750,"Tulsa, OK",399556,3217,46,313,920
2014,239.8083333,23980833.33,"Washington, DC",658893,7810,105,470,3231
2014,168.34375,16834375,"Wichita, KS",387493,2939,21,243,496
2015,184.2,18420000,"Albuquerque, NM",559721,5406,43,404,1686
2015,187.505,18750500,"Atlanta, GA",464710,5203,94,170,1995
2015,326.2241667,32622416.67,"Austin, TX",938728,3497,23,487,929
2015,212.7766667,21277666.67,"Baltimore, MD",621252,9542,344,287,4313
2015,266.9066667,26690666.67,"Boston, MA",665258,4702,38,240,1551
2015,170.13625,17013625,"Buffalo, NY",258096,2887,41,173,1033
2015,189.7891667,18978916.67,"Charlotte, NC",877817,5948,61,216,1947
2015,179.50375,17950375,"Chicago, IL",2728695,24663,478,1432,9649
2015,160.5075,16050750,"Cincinnati, OH",298478,2761,66,236,1263
2015,173.9133333,17391333.33,"Columbus, OH",847745,4631,77,806,2240
2015,215.21,21521000,"Dallas, TX",1301977,9038,136,782,4177
2015,333.325,33332500,"Aurora, CO",360237,1660,24,352,447
2015,333.325,33332500,"Denver, CO",682418,4599,53,548,1230
2015,142.9208333,14292083.33,"Detroit, MI",673225,11846,295,530,3457
2015,197.8991667,19789916.67,"Arlington, TX",387565,1946,8,208,529
2015,191.95,19195000,"Fresno, CA",520837,2871,39,167,1012
2015,223.14625,22314625,"Honolulu, HI",999307,2437,15,318,896
2015,248.0666667,24806666.67,"Houston, TX",2275221,21994,303,986,10278
2015,162.4708333,16247083.33,"Indianapolis, IN",863675,11124,148,677,3802
2015,208.7458333,20874583.33,"Jacksonville, FL",867258,5622,97,471,1398
2015,196.4725,19647250,"Louisville, KY",680550,4300,81,205,1545
2015,159.01,15901000,"Memphis, TN",657936,11449,135,530,3131
2015,292.390625,29239062.5,"Miami, FL",437969,4473,75,80,1681
2015,198.7125,19871250,"Milwaukee, WI",600400,9583,145,436,3749
2015,228.8625,22886250,"Minneapolis, MN",413479,4395,47,407,1896
2015,235.345,23534500,"Nashville, TN",658029,7245,72,507,1847
2015,213.5583333,21355833.33,"Newark, NJ",279110,3072,107,104,1793
2015,282.064375,28206437.5,"Oakland, CA",419481,6051,85,285,3290
2015,194.3625,19436250,"Omaha, NE",452252,2329,48,174,655
2015,195.6083333,19560833.33,"Orlando, FL",268438,2525,32,182,522
